SCRIP_CODE,CLOSE,EXPIRY_DT
60696,nan,28-06-2018 
100215,9.5,26-07-2018 
79778,nan,28-06-2018 
64683,8.35,31-05-2018 
48950,114.65,28-06-2018 
63677,21.1,31-05-2018 
57700,0.45,31-05-2018 
84498,nan,28-06-2018 
97959,7.5,31-05-2018 
68230,2.0,31-05-2018 
66604,0.4,31-05-2018 
66024,10.15,28-06-2018 
53245,235.0,31-05-2018 
71979,6.0,31-05-2018 
96909,nan,28-06-2018 
59161,3.45,31-05-2018 
91326,nan,28-06-2018 
67169,4.25,31-05-2018 
63937,0.15,31-05-2018 
35984,3.0,27-12-2018 
96624,nan,28-06-2018 
49443,581.15,28-06-2018 
51843,12.45,31-05-2018 
52939,2.9,31-05-2018 
76383,79.2,31-05-2018 
98197,nan,28-06-2018 
56115,92.8,31-05-2018 
54355,nan,31-05-2018 
35031,97.8,31-05-2018 
57583,0.85,28-06-2018 
71125,nan,28-06-2018 
66019,17.9,28-06-2018 
49072,74.1,28-06-2018 
94820,10.85,28-06-2018 
90546,nan,28-06-2018 
45524,62.35,26-07-2018 
48269,2.3,31-05-2018 
60826,15.0,31-05-2018 
37891,0.2,31-05-2018 
101390,nan,28-06-2018 
97801,nan,28-06-2018 
48548,1071.3,28-06-2018 
41668,5.35,28-06-2018 
58021,nan,28-06-2018 
68004,29.9,31-05-2018 
62655,32.45,31-05-2018 
51527,128.0,31-05-2018 
96416,nan,28-06-2018 
95174,nan,28-06-2018 
89639,nan,28-06-2018 
90632,nan,28-06-2018 
98587,5.75,28-06-2018 
73591,nan,28-06-2018 
48698,737.75,28-06-2018 
58521,17.0,31-05-2018 
63025,88.0,31-05-2018 
92904,nan,28-06-2018 
89283,nan,28-06-2018 
65655,nan,31-05-2018 
65982,3.7,31-05-2018 
50636,44.85,31-05-2018 
73585,nan,28-06-2018 
72665,17.05,31-05-2018 
64633,0.7,31-05-2018 
57194,13.8,31-05-2018 
58217,637.15,31-05-2018 
67815,0.1,31-05-2018 
71848,nan,28-06-2018 
82855,6.5,28-06-2018 
89884,nan,28-06-2018 
66858,43.6,31-05-2018 
96283,nan,28-06-2018 
66856,30.0,31-05-2018 
38336,3.05,28-06-2018 
70002,2.35,31-05-2018 
72748,nan,28-06-2018 
103057,0.6,31-05-2018 
86278,nan,28-06-2018 
92183,nan,28-06-2018 
94684,nan,31-05-2018 
54468,nan,31-05-2018 
59995,11.25,31-05-2018 
98774,nan,28-06-2018 
62425,27.75,31-05-2018 
81719,1.8,31-05-2018 
48408,425.5,28-06-2018 
56101,nan,31-05-2018 
71340,96.35,31-05-2018 
65295,0.6,31-05-2018 
44761,nan,28-06-2018 
81540,nan,28-06-2018 
98881,nan,28-06-2018 
101362,nan,31-05-2018 
89348,6.55,28-06-2018 
88527,11.5,31-05-2018 
53651,68.0,31-05-2018 
95196,nan,28-06-2018 
50377,74.95,31-05-2018 
87042,20.4,31-05-2018 
69994,12.05,31-05-2018 
80875,nan,28-06-2018 
91256,100.0,31-05-2018 
45587,181.35,26-07-2018 
55131,136.0,31-05-2018 
52986,0.4,31-05-2018 
94050,1.85,31-05-2018 
56661,20.1,31-05-2018 
96124,2.0,31-05-2018 
97739,21.3,31-05-2018 
60782,nan,31-05-2018 
86995,0.25,31-05-2018 
51506,139.6,31-05-2018 
101812,1.35,31-05-2018 
56946,0.25,31-05-2018 
50525,399.65,31-05-2018 
98811,nan,28-06-2018 
98819,nan,28-06-2018 
68023,13.2,31-05-2018 
87047,7.15,31-05-2018 
79067,nan,28-06-2018 
54832,nan,31-05-2018 
92400,3.5,31-05-2018 
64681,5.05,31-05-2018 
97870,nan,28-06-2018 
87690,0.05,31-05-2018 
51197,3.45,31-05-2018 
105377,15.5,28-06-2018 
72441,nan,28-06-2018 
94687,0.2,31-05-2018 
82322,19.0,28-06-2018 
57745,0.15,31-05-2018 
88967,nan,28-06-2018 
36384,27.45,31-05-2018 
59175,nan,28-06-2018 
98922,22.8,28-06-2018 
69697,0.2,31-05-2018 
102888,3.95,31-05-2018 
66022,14.85,28-06-2018 
52226,8.55,31-05-2018 
55121,16.6,31-05-2018 
63659,4.05,31-05-2018 
70945,47.55,31-05-2018 
96100,124.95,31-05-2018 
96690,nan,28-06-2018 
96612,nan,28-06-2018 
87519,0.25,31-05-2018 
77169,nan,28-06-2018 
52796,41.65,31-05-2018 
101400,nan,28-06-2018 
87198,0.3,31-05-2018 
73252,nan,28-06-2018 
87911,nan,31-05-2018 
83580,0.2,28-06-2018 
85230,nan,28-06-2018 
53963,1.2,31-05-2018 
54038,18.1,31-05-2018 
71352,8.5,31-05-2018 
60055,nan,28-06-2018 
89897,nan,28-06-2018 
54704,nan,31-05-2018 
98465,nan,28-06-2018 
51210,117.0,31-05-2018 
93541,nan,28-06-2018 
90972,nan,28-06-2018 
54823,nan,31-05-2018 
56248,8.85,31-05-2018 
71780,1.5,31-05-2018 
65269,4.95,31-05-2018 
95276,nan,28-06-2018 
49684,nan,27-09-2018 
94058,0.4,31-05-2018 
69272,9.9,28-06-2018 
36067,20.95,31-05-2018 
101517,19.2,31-05-2018 
66017,9.95,28-06-2018 
51186,37.35,31-05-2018 
88629,0.5,31-05-2018 
88422,nan,31-05-2018 
67766,0.3,31-05-2018 
72260,520.0,31-05-2018 
92965,nan,28-06-2018 
80242,nan,28-06-2018 
94814,nan,28-06-2018 
52234,3.95,31-05-2018 
96371,20.25,28-06-2018 
57836,87.0,31-05-2018 
97872,nan,28-06-2018 
62139,5.95,31-05-2018 
90282,1.0,31-05-2018 
86712,nan,31-05-2018 
96357,nan,31-05-2018 
86777,1.7,31-05-2018 
86992,20.35,31-05-2018 
98921,34.0,28-06-2018 
99110,55.0,28-06-2018 
69529,11.4,31-05-2018 
72422,nan,28-06-2018 
87897,15.4,31-05-2018 
70089,27.5,31-05-2018 
89200,nan,31-05-2018 
62683,2.85,31-05-2018 
68018,nan,28-06-2018 
72151,nan,28-06-2018 
91462,2.1,31-05-2018 
57408,8.05,31-05-2018 
43919,89.3,17-05-2018 
58008,nan,28-06-2018 
59055,nan,28-06-2018 
101358,nan,31-05-2018 
94815,nan,28-06-2018 
45457,84.35,26-07-2018 
62087,44.85,31-05-2018 
85359,0.4,31-05-2018 
100557,0.1,31-05-2018 
89808,nan,28-06-2018 
56657,nan,31-05-2018 
80589,nan,31-05-2018 
84488,nan,28-06-2018 
103592,nan,28-06-2018 
95263,8.95,28-06-2018 
56157,2.6,31-05-2018 
63662,0.7,31-05-2018 
82324,nan,28-06-2018 
56608,nan,31-05-2018 
59150,0.5,31-05-2018 
51174,nan,31-05-2018 
36171,700.1,27-12-2018 
69682,0.95,31-05-2018 
57746,68.5,31-05-2018 
59095,3.1,31-05-2018 
59994,15.95,31-05-2018 
62956,2.85,31-05-2018 
67210,nan,28-06-2018 
82784,nan,28-06-2018 
39592,nan,28-06-2018 
67750,nan,31-05-2018 
68009,2.6,31-05-2018 
72042,nan,28-06-2018 
69563,7.4,31-05-2018 
88192,0.15,31-05-2018 
78651,nan,28-06-2018 
91838,0.55,31-05-2018 
61732,nan,31-05-2018 
90619,nan,28-06-2018 
88492,18.3,31-05-2018 
86993,0.2,31-05-2018 
65657,nan,31-05-2018 
71537,nan,28-06-2018 
79160,nan,28-06-2018 
52080,1.2,31-05-2018 
52798,21.0,31-05-2018 
70911,14.35,31-05-2018 
61709,31.55,31-05-2018 
101659,nan,28-06-2018 
51591,0.15,31-05-2018 
60695,2.0,31-05-2018 
58491,nan,28-06-2018 
101959,nan,31-05-2018 
45771,961.5,26-07-2018 
93122,112.2,31-05-2018 
95232,3.5,31-05-2018 
96702,2.65,28-06-2018 
62329,2.25,31-05-2018 
84727,2.05,31-05-2018 
43695,3720.0,28-06-2018 
82301,nan,28-06-2018 
82787,nan,28-06-2018 
88385,54.4,31-05-2018 
53076,11.15,31-05-2018 
53090,3.5,31-05-2018 
72655,50.05,31-05-2018 
97738,1.1,31-05-2018 
42736,nan,28-06-2018 
72635,169.35,31-05-2018 
94894,11.2,31-05-2018 
66613,3.9,31-05-2018 
69743,10.35,31-05-2018 
73116,nan,28-06-2018 
82863,1.75,28-06-2018 
90568,nan,28-06-2018 
55489,3.65,31-05-2018 
96827,0.15,31-05-2018 
80994,nan,28-06-2018 
81142,nan,28-06-2018 
100696,nan,28-06-2018 
39130,19.0,28-06-2018 
85348,nan,31-05-2018 
64061,nan,31-05-2018 
82859,3.5,28-06-2018 
51826,1.6,31-05-2018 
95884,5.35,31-05-2018 
63271,nan,28-06-2018 
62640,0.25,31-05-2018 
84496,nan,28-06-2018 
65314,1.0,31-05-2018 
48729,969.0,28-06-2018 
94891,5.75,31-05-2018 
53978,13.6,31-05-2018 
54324,2.15,31-05-2018 
67814,3.25,31-05-2018 
94817,nan,28-06-2018 
94054,0.75,31-05-2018 
57461,0.3,31-05-2018 
65984,6.3,31-05-2018 
99078,4.95,31-05-2018 
97500,nan,28-06-2018 
60237,nan,28-06-2018 
61220,nan,28-06-2018 
62501,259.0,31-05-2018 
89596,nan,28-06-2018 
89334,nan,28-06-2018 
53150,0.3,31-05-2018 
41976,29.4,28-06-2018 
35149,290.0,28-06-2018 
81886,9.0,28-06-2018 
79681,nan,28-06-2018 
54995,1.5,31-05-2018 
53980,15.5,31-05-2018 
49019,4033.9,28-06-2018 
87696,0.05,31-05-2018 
68042,nan,28-06-2018 
94153,nan,28-06-2018 
100381,nan,28-06-2018 
95162,nan,28-06-2018 
94892,21.3,31-05-2018 
71145,nan,28-06-2018 
87677,0.25,31-05-2018 
45233,60.25,26-07-2018 
90294,nan,28-06-2018 
52190,64.2,31-05-2018 
87706,nan,31-05-2018 
60339,0.3,31-05-2018 
44767,nan,24-06-2021 
52300,145.3,31-05-2018 
67427,2.0,31-05-2018 
98799,nan,28-06-2018 
100280,1.1,31-05-2018 
88491,7.0,31-05-2018 
79238,nan,28-06-2018 
89810,16.0,28-06-2018 
39062,0.05,17-05-2018 
97385,nan,28-06-2018 
97867,66.6,28-06-2018 
72104,nan,28-06-2018 
89346,7.0,28-06-2018 
64068,6.55,31-05-2018 
62813,nan,28-06-2018 
88067,20.95,31-05-2018 
39556,18.0,28-06-2018 
78942,nan,28-06-2018 
90682,nan,28-06-2018 
71782,2.2,31-05-2018 
98417,nan,28-06-2018 
98451,nan,28-06-2018 
81893,4.15,28-06-2018 
64314,nan,28-06-2018 
72662,425.0,31-05-2018 
95881,40.65,31-05-2018 
98065,nan,28-06-2018 
43379,nan,31-05-2018 
52203,nan,31-05-2018 
94572,nan,28-06-2018 
98763,3.8,28-06-2018 
59211,nan,28-06-2018 
64072,37.0,31-05-2018 
88707,36.0,31-05-2018 
94943,nan,28-06-2018 
89189,3.2,31-05-2018 
53354,nan,31-05-2018 
77682,4.1,31-05-2018 
97865,nan,28-06-2018 
61705,50.0,31-05-2018 
62110,4.15,31-05-2018 
63020,0.8,31-05-2018 
101967,0.25,31-05-2018 
61988,nan,31-05-2018 
41028,19.25,31-05-2018 
56245,1.3,31-05-2018 
63811,14.25,31-05-2018 
53894,3.95,31-05-2018 
91339,nan,28-06-2018 
79329,nan,31-05-2018 
39362,416.1,17-05-2018 
50670,1.4,31-05-2018 
88846,25.5,31-05-2018 
63817,18.75,31-05-2018 
71347,4.2,31-05-2018 
73270,nan,28-06-2018 
58957,3.0,31-05-2018 
48488,1181.15,28-06-2018 
71475,3.5,28-06-2018 
98825,nan,28-06-2018 
99602,73.5,31-05-2018 
87682,1.75,31-05-2018 
83498,nan,28-06-2018 
50272,522.55,31-05-2018 
90677,nan,28-06-2018 
92391,6.05,31-05-2018 
56177,29.9,31-05-2018 
74386,3.7,31-05-2018 
59370,0.2,31-05-2018 
46311,339.45,26-07-2018 
63333,nan,28-06-2018 
48382,124.7,28-06-2018 
88526,0.05,31-05-2018 
89981,121.55,31-05-2018 
97653,10.0,28-06-2018 
60335,0.2,31-05-2018 
67082,nan,28-06-2018 
64287,0.05,31-05-2018 
69507,0.3,31-05-2018 
49911,26.0,28-06-2018 
58385,nan,28-06-2018 
57567,nan,28-06-2018 
58461,nan,28-06-2018 
60342,78.85,31-05-2018 
51601,0.6,31-05-2018 
90313,nan,28-06-2018 
90566,2.0,28-06-2018 
64699,32.8,31-05-2018 
105374,nan,28-06-2018 
88294,nan,31-05-2018 
48493,79.9,28-06-2018 
93956,nan,28-06-2018 
55136,3.55,31-05-2018 
72621,396.1,31-05-2018 
101295,7.75,31-05-2018 
90939,17.55,31-05-2018 
43374,127.35,31-05-2018 
73511,110.0,31-05-2018 
98380,nan,28-06-2018 
50586,nan,31-05-2018 
56259,28.0,31-05-2018 
65748,1.8,31-05-2018 
62770,1.15,28-06-2018 
73410,nan,28-06-2018 
82320,11.8,28-06-2018 
88304,13.05,31-05-2018 
88840,48.0,31-05-2018 
95403,nan,28-06-2018 
56658,7.0,31-05-2018 
87675,0.1,31-05-2018 
89361,nan,28-06-2018 
98915,nan,28-06-2018 
84780,nan,28-06-2018 
65746,2.95,31-05-2018 
35040,109.9,24-05-2018 
72639,115.6,31-05-2018 
98859,nan,28-06-2018 
79986,nan,28-06-2018 
94102,5.5,28-06-2018 
52641,180.0,31-05-2018 
45624,nan,26-07-2018 
63534,1.05,31-05-2018 
53977,0.4,31-05-2018 
97980,3.1,28-06-2018 
90699,nan,28-06-2018 
90804,85.0,28-06-2018 
49554,nan,28-06-2018 
73496,nan,28-06-2018 
102065,25.5,31-05-2018 
87656,3.0,31-05-2018 
87689,22.5,31-05-2018 
52083,nan,31-05-2018 
90598,nan,28-06-2018 
93435,26.65,31-05-2018 
94244,11.3,31-05-2018 
57744,59.85,31-05-2018 
59882,16.45,31-05-2018 
61816,1.7,31-05-2018 
61965,39.0,31-05-2018 
36675,0.75,28-06-2018 
96845,48.0,31-05-2018 
65758,1.0,31-05-2018 
72637,140.0,31-05-2018 
69290,nan,28-06-2018 
69303,9.1,31-05-2018 
104157,nan,28-06-2018 
91529,nan,28-06-2018 
88852,6.0,31-05-2018 
95890,2.45,31-05-2018 
97893,nan,28-06-2018 
72061,0.45,31-05-2018 
67770,0.25,31-05-2018 
59300,nan,28-06-2018 
39398,nan,28-06-2018 
62752,2.0,31-05-2018 
88520,0.3,31-05-2018 
81230,nan,28-06-2018 
90242,nan,28-06-2018 
55849,0.95,31-05-2018 
64285,0.05,31-05-2018 
62097,14.5,31-05-2018 
56459,nan,31-05-2018 
64060,0.9,31-05-2018 
39856,3229.35,31-05-2018 
50395,243.75,31-05-2018 
67433,5.2,31-05-2018 
59169,nan,28-06-2018 
73271,nan,28-06-2018 
101371,19.5,31-05-2018 
63262,7.5,28-06-2018 
79149,nan,28-06-2018 
51752,4.5,31-05-2018 
53074,5.75,31-05-2018 
96741,0.65,28-06-2018 
90394,nan,28-06-2018 
62786,nan,28-06-2018 
81507,10.25,31-05-2018 
84495,nan,28-06-2018 
91276,nan,28-06-2018 
105364,nan,28-06-2018 
95264,3.0,28-06-2018 
60818,7.0,31-05-2018 
98889,nan,28-06-2018 
43906,0.25,17-05-2018 
99094,nan,28-06-2018 
63280,2.75,31-05-2018 
103950,nan,28-06-2018 
60083,nan,28-06-2018 
98934,nan,28-06-2018 
56186,1.15,31-05-2018 
83504,3.05,28-06-2018 
88501,nan,31-05-2018 
91531,nan,28-06-2018 
54707,64.0,31-05-2018 
57650,5.65,31-05-2018 
57678,50.5,31-05-2018 
98050,nan,28-06-2018 
60214,11.0,31-05-2018 
90514,1.65,31-05-2018 
60201,nan,28-06-2018 
64271,nan,28-06-2018 
58000,nan,28-06-2018 
70797,nan,26-07-2018 
51179,54.0,31-05-2018 
89341,3.2,28-06-2018 
89356,1.75,28-06-2018 
51831,5.1,31-05-2018 
57412,22.75,31-05-2018 
64871,3.15,31-05-2018 
59857,nan,31-05-2018 
88928,0.05,31-05-2018 
88208,0.05,31-05-2018 
49751,967.7,28-06-2018 
91504,nan,28-06-2018 
50195,60.55,31-05-2018 
93121,nan,31-05-2018 
96761,nan,28-06-2018 
80591,nan,31-05-2018 
88721,103.35,31-05-2018 
93291,nan,28-06-2018 
64312,nan,28-06-2018 
50472,29.9,31-05-2018 
48487,281.65,28-06-2018 
54854,0.8,31-05-2018 
50309,254.4,31-05-2018 
58203,160.0,31-05-2018 
60207,nan,28-06-2018 
71113,nan,28-06-2018 
68021,9.4,31-05-2018 
76515,nan,28-06-2018 
93855,nan,31-05-2018 
94243,1.35,31-05-2018 
53970,0.55,31-05-2018 
70853,5.35,31-05-2018 
98362,nan,28-06-2018 
98909,nan,28-06-2018 
52468,19.5,31-05-2018 
50192,5366.0,31-05-2018 
36905,nan,31-05-2018 
43350,5.05,31-05-2018 
55463,23.5,31-05-2018 
94959,nan,28-06-2018 
58084,nan,28-06-2018 
50665,1.75,31-05-2018 
98580,nan,28-06-2018 
66014,nan,28-06-2018 
90260,nan,28-06-2018 
55249,45.55,31-05-2018 
81383,nan,26-07-2018 
36508,nan,27-09-2018 
63186,1.45,31-05-2018 
98903,nan,28-06-2018 
87518,nan,31-05-2018 
61269,nan,28-06-2018 
51600,2.45,31-05-2018 
45520,nan,26-07-2018 
91252,nan,31-05-2018 
96225,4.0,28-06-2018 
55440,nan,31-05-2018 
71498,36.6,31-05-2018 
94704,0.05,31-05-2018 
43909,346.35,17-05-2018 
86792,0.55,31-05-2018 
70071,0.85,31-05-2018 
62883,nan,28-06-2018 
95620,6.9,31-05-2018 
54314,9.8,31-05-2018 
52431,194.05,31-05-2018 
79840,nan,26-07-2018 
87204,0.25,31-05-2018 
53258,465.0,31-05-2018 
105232,14.0,28-06-2018 
52078,2.0,31-05-2018 
53085,37.8,31-05-2018 
97502,nan,28-06-2018 
67422,32.65,31-05-2018 
69506,nan,31-05-2018 
40772,nan,28-06-2018 
68318,1.2,31-05-2018 
71395,31.15,31-05-2018 
87768,7.1,31-05-2018 
92878,0.95,31-05-2018 
52644,105.1,31-05-2018 
52995,50.0,31-05-2018 
45643,26.7,26-07-2018 
62500,8.1,31-05-2018 
68254,52.15,31-05-2018 
86427,nan,31-05-2018 
91600,nan,28-06-2018 
69861,0.6,31-05-2018 
50326,511.25,31-05-2018 
82783,nan,28-06-2018 
76409,nan,28-06-2018 
48401,35.6,28-06-2018 
59308,16.05,31-05-2018 
63228,nan,31-05-2018 
84477,nan,28-06-2018 
94440,0.25,31-05-2018 
97771,nan,31-05-2018 
71124,nan,28-06-2018 
87888,nan,31-05-2018 
90973,nan,28-06-2018 
55454,26.4,31-05-2018 
55813,4.55,31-05-2018 
60791,nan,28-06-2018 
64887,0.8,31-05-2018 
88532,0.8,31-05-2018 
57410,16.75,31-05-2018 
71526,nan,28-06-2018 
99608,nan,31-05-2018 
81870,0.8,28-06-2018 
89611,nan,28-06-2018 
96601,0.75,28-06-2018 
94694,0.65,31-05-2018 
103962,nan,28-06-2018 
52554,nan,31-05-2018 
64873,2.0,31-05-2018 
92182,nan,28-06-2018 
53742,136.0,31-05-2018 
98750,19.0,28-06-2018 
52250,0.5,31-05-2018 
43340,nan,31-05-2018 
92760,17.2,31-05-2018 
48818,135.0,28-06-2018 
97399,nan,28-06-2018 
92880,0.3,31-05-2018 
73616,nan,28-06-2018 
53263,486.3,31-05-2018 
99598,32.9,31-05-2018 
102889,15.6,31-05-2018 
51865,31.75,31-05-2018 
98053,nan,28-06-2018 
91678,nan,28-06-2018 
38424,1615.7,31-05-2018 
40012,nan,31-05-2018 
49188,630.5,28-06-2018 
51524,9.0,31-05-2018 
59990,18.0,31-05-2018 
83047,nan,28-06-2018 
58232,nan,28-06-2018 
69288,nan,28-06-2018 
67521,nan,26-07-2018 
103254,145.0,28-06-2018 
79240,nan,28-06-2018 
95412,nan,28-06-2018 
45531,315.2,26-07-2018 
94052,1.15,31-05-2018 
103960,41.0,28-06-2018 
96266,nan,28-06-2018 
65313,16.0,31-05-2018 
52088,0.3,31-05-2018 
91631,nan,28-06-2018 
58963,nan,28-06-2018 
53863,nan,31-05-2018 
61836,114.75,31-05-2018 
57057,130.0,31-05-2018 
100276,0.2,31-05-2018 
65522,0.65,31-05-2018 
63853,40.0,31-05-2018 
93174,nan,28-06-2018 
87180,1.5,31-05-2018 
76437,nan,28-06-2018 
79860,nan,28-06-2018 
45386,82.3,26-07-2018 
94345,22.0,31-05-2018 
56917,3.15,31-05-2018 
87252,2.0,31-05-2018 
61815,105.0,31-05-2018 
62751,12.6,31-05-2018 
88713,54.5,31-05-2018 
88969,nan,28-06-2018 
98217,24.2,31-05-2018 
50498,142.0,31-05-2018 
76376,14.45,31-05-2018 
96269,11.4,28-06-2018 
63219,nan,31-05-2018 
57400,1.0,31-05-2018 
65697,146.0,31-05-2018 
97976,nan,28-06-2018 
50656,335.05,31-05-2018 
59463,1.5,28-06-2018 
60157,28.75,28-06-2018 
63857,nan,28-06-2018 
79484,nan,28-06-2018 
52071,5.95,31-05-2018 
46389,nan,26-07-2018 
87833,3.9,31-05-2018 
101069,13.0,31-05-2018 
93959,nan,28-06-2018 
91089,nan,28-06-2018 
58234,nan,28-06-2018 
66632,660.0,28-06-2018 
46284,nan,26-07-2018 
93870,7.4,31-05-2018 
66615,2.5,31-05-2018 
85201,nan,28-06-2018 
90944,4.05,31-05-2018 
94701,7.8,31-05-2018 
65233,44.5,31-05-2018 
97883,14.0,31-05-2018 
99725,0.2,31-05-2018 
72137,nan,28-06-2018 
87526,2.15,31-05-2018 
87772,4.6,31-05-2018 
89906,100.0,28-06-2018 
90304,22.0,28-06-2018 
63529,57.95,31-05-2018 
65264,60.0,31-05-2018 
97780,nan,31-05-2018 
61261,nan,28-06-2018 
51175,nan,31-05-2018 
51816,nan,31-05-2018 
49750,205.1,28-06-2018 
67225,18.0,28-06-2018 
53700,68.6,31-05-2018 
98912,nan,28-06-2018 
69671,0.45,31-05-2018 
84491,8.0,28-06-2018 
78666,nan,28-06-2018 
92763,27.75,31-05-2018 
58363,9.0,28-06-2018 
67992,nan,31-05-2018 
46243,745.0,26-07-2018 
101530,0.15,31-05-2018 
